0.003, 0.003, 0.003, 0.003, 0.003, 0.004, 0.003, 0.003, 0.004, 0.003, 
0.005, 0.006, 0.005, 0.004, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 
0.084, 0.010, 0.009, 0.010, 0.011, 0.012, 0.009, 0.010, 0.009, 0.010, 
0.029, 0.030, 0.028, 0.036, 0.034, 0.033, 0.034, 0.035, 0.027, 0.032, 
0.130, 0.128, 0.123, 0.135, 0.118, 0.119, 0.122, 0.120, 0.112, 0.131, 
0.461, 0.540, 0.454, 0.447, 0.437, 0.521, 0.476, 0.487, 0.607, 0.509, 
1.939, 2.042, 2.155, 2.009, 2.041, 2.124, 2.029, 2.239, 2.054, 2.065, 
8.529, 8.490, 8.733, 8.639, 8.549, 8.573, 8.588, 8.415, 8.442, 8.541, 
49.006, 52.423, 105.273, 133.342, 106.723, 151.919, 147.336, 160.268, 170.593, 159.826, 
173.738, 166.243, 178.016, 180.602, 171.443, 167.937, 176.889, 166.527, 170.543, 170.845, 

0.322, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 
0.007, 0.006, 0.005, 0.004, 0.008, 0.009, 0.007, 0.007, 0.009, 0.010, 
0.021, 0.020, 0.022, 0.016, 0.027, 0.022, 0.021, 0.020, 0.021, 0.030, 
0.074, 0.059, 0.072, 0.062, 0.060, 0.039, 0.043, 0.054, 0.048, 0.044, 
0.150, 0.157, 0.169, 0.190, 0.151, 0.155, 0.162, 0.162, 0.157, 0.182, 
0.661, 0.729, 0.707, 0.592, 0.674, 0.621, 0.630, 0.757, 0.636, 0.671, 
2.644, 2.630, 3.236, 2.678, 2.642, 2.624, 2.981, 2.540, 2.554, 2.709, 
12.324, 12.698, 12.507, 12.804, 14.241, 11.555, 11.829, 11.993, 10.985, 14.173, 
52.993, 60.321, 61.337, 65.079, 67.088, 63.326, 69.293, 64.762, 61.820, 62.008, 
295.010, 352.624, 360.482, 350.055, 353.430, 361.184, 357.825, 371.914, 416.627, 338.795, 

0.005, 0.004, 0.005, 0.006, 0.006, 0.005, 0.011, 0.005, 0.005, 0.004, 
0.007, 0.009, 0.010, 0.006, 0.013, 0.009, 0.011, 0.008, 0.006, 0.013, 
0.026, 0.026, 0.022, 0.025, 0.025, 0.024, 0.042, 0.024, 0.027, 0.029, 
0.080, 0.081, 0.080, 0.092, 0.103, 0.093, 0.096, 0.105, 0.100, 0.107, 
0.365, 0.437, 0.383, 0.369, 0.457, 0.391, 0.421, 0.409, 0.358, 0.484, 
1.473, 1.540, 1.697, 2.166, 1.581, 1.443, 1.854, 1.613, 1.543, 1.511, 
6.295, 6.296, 7.478, 7.411, 6.039, 7.472, 6.976, 6.648, 7.471, 7.104, 
31.687, 33.293, 39.972, 32.785, 40.968, 34.640, 43.175, 35.178, 41.512, 30.501, 
190.885, 158.803, 166.149, 161.611, 153.461, 145.855, 151.127, 155.642, 151.057, 141.281, 
613.023, 703.138, 700.898, 744.704, 739.516, 797.919, 746.213, 783.015, 766.637, 818.255, 

