0.007, 0.006, 0.005, 0.006, 0.004, 0.005, 0.007, 0.007, 0.006, 0.006, 
0.008, 0.009, 0.009, 0.010, 0.008, 0.009, 0.007, 0.016, 0.009, 0.010, 
0.020, 0.021, 0.027, 0.025, 0.026, 0.030, 0.022, 0.024, 0.021, 0.031, 
0.080, 0.083, 0.090, 0.110, 0.086, 0.098, 0.092, 0.111, 0.081, 0.089, 
0.409, 0.433, 0.369, 0.375, 0.364, 0.418, 0.296, 0.558, 0.379, 0.358, 
1.590, 1.763, 1.651, 1.332, 1.937, 1.771, 1.598, 1.994, 1.682, 1.696, 
7.586, 8.488, 8.465, 7.444, 6.412, 7.143, 6.485, 8.318, 7.605, 6.710, 
32.718, 34.733, 34.792, 31.925, 32.495, 30.144, 34.363, 32.406, 35.587, 31.776, 
135.719, 150.222, 145.970, 159.924, 135.696, 132.748, 137.390, 151.216, 140.796, 135.307, 
694.560, 601.863, 650.920, 698.649, 649.258, 620.586, 742.784, 671.155, 652.806, 648.528, 

0.007, 0.007, 0.006, 0.004, 0.007, 0.007, 0.007, 0.006, 0.005, 0.005, 
0.011, 0.009, 0.011, 0.010, 0.010, 0.008, 0.010, 0.009, 0.009, 0.010, 
0.018, 0.020, 0.023, 0.020, 0.021, 0.024, 0.021, 0.022, 0.020, 0.020, 
0.062, 0.080, 0.056, 0.077, 0.063, 0.074, 0.058, 0.069, 0.059, 0.068, 
0.234, 0.245, 0.239, 0.281, 0.240, 0.236, 0.258, 0.237, 0.274, 0.251, 
1.101, 1.116, 1.055, 1.130, 1.179, 0.958, 1.162, 1.028, 0.931, 1.119, 
4.102, 4.000, 4.187, 4.047, 4.722, 4.257, 4.025, 4.200, 4.011, 4.332, 
25.440, 20.357, 17.094, 18.696, 17.033, 16.468, 24.536, 16.554, 16.544, 17.314, 
73.074, 72.009, 71.539, 76.008, 72.400, 71.381, 89.604, 69.672, 69.233, 72.047, 
282.409, 304.152, 292.779, 278.026, 297.230, 294.670, 293.422, 292.959, 299.641, 292.223, 

0.009, 0.007, 0.007, 0.009, 0.007, 0.008, 0.006, 0.006, 0.004, 0.004, 
0.016, 0.011, 0.009, 0.009, 0.008, 0.007, 0.013, 0.008, 0.008, 0.008, 
0.020, 0.019, 0.023, 0.021, 0.017, 0.019, 0.020, 0.030, 0.023, 0.019, 
0.054, 0.052, 0.059, 0.079, 0.057, 0.052, 0.053, 0.050, 0.055, 0.055, 
0.203, 0.181, 0.182, 0.178, 0.209, 0.190, 0.176, 0.188, 0.214, 0.202, 
0.731, 0.865, 0.808, 0.806, 0.744, 0.740, 0.782, 0.755, 0.736, 0.792, 
3.006, 2.992, 2.898, 3.416, 2.943, 2.931, 3.317, 2.970, 2.907, 3.024, 
12.107, 12.359, 12.587, 12.127, 14.516, 12.403, 12.200, 12.384, 12.366, 12.616, 
54.902, 52.819, 54.128, 54.846, 53.665, 51.676, 52.796, 54.545, 54.912, 55.930, 
245.738, 245.493, 242.637, 253.030, 244.451, 254.086, 254.789, 292.507, 291.552, 236.191, 

